135
x y z vx vy vz KE
0.492772 2.731403 3.854248 -0.985455 -0.620884 0.151630 183.338248
0.597799 2.768516 5.027462 0.590479 0.649223 1.023548 183.338248
0.580876 2.739637 6.119316 0.419856 -0.146534 1.213064 183.338248
0.582738 2.935876 7.231999 0.642172 2.953948 1.300964 183.338248
0.559359 2.744279 8.305362 0.080586 -0.102088 0.829239 183.338248
0.590065 2.762385 9.412724 0.567122 0.103876 0.861519 183.338248
0.531022 2.666726 10.427096 -0.257994 -1.590138 -0.215699 183.338248
0.578379 2.771692 11.485822 0.546345 0.293993 -0.954595 183.338248
0.581074 2.692998 12.691443 0.570827 -1.099651 0.479138 183.338248
0.577280 2.818925 13.724105 0.400702 1.012894 -0.307906 183.338248
0.684521 2.689709 14.987646 2.337148 -0.978311 2.342017 183.338248
0.550024 2.715400 15.945713 -0.011439 -0.492188 0.138177 183.338248
1.602700 2.833582 0.541376 -0.745243 1.119594 -0.327928 183.338248
1.663876 2.820498 1.584392 0.347806 1.192631 -1.079746 183.338248
1.708413 2.699043 2.706884 0.809905 -0.843297 -0.732875 183.338248
1.690954 2.790198 3.880701 0.767438 0.511203 0.796565 183.338248
1.613697 2.724369 4.902125 -0.456826 -0.648659 -0.763396 183.338248
1.770851 2.811539 6.061088 1.908385 0.941647 0.353976 183.338248
1.671892 2.796409 7.223585 0.050729 0.647161 1.071969 183.338248
1.617807 2.747303 8.293361 -0.615672 -0.023553 0.649890 183.338248
1.722869 2.681006 9.401624 1.412199 -1.062813 0.704193 183.338248
1.729379 2.850138 10.430070 1.218455 1.377343 -0.204406 183.338248
1.593970 2.800640 11.500285 -1.100604 0.854457 -1.165083 183.338248
1.682895 2.739705 12.619362 0.496361 -0.127180 -0.043514 183.338248
1.663389 2.767516 13.720357 0.524538 0.092049 -0.291326 183.338248
1.725812 2.728014 14.760956 1.161114 -0.249607 -1.320430 183.338248
1.720204 2.761826 16.059578 1.103475 0.281397 1.702663 183.338248
2.651651 2.734450 0.617741 -1.755610 -0.315529 1.040167 183.338248
2.719247 2.788464 1.713603 -0.604736 0.557528 0.859310 183.338248
2.731104 2.802756 2.821594 -0.071796 0.829378 1.085647 183.338248
2.855686 2.619612 3.840375 1.548417 -2.344917 -0.365718 183.338248
2.823834 2.735312 4.977855 1.298345 -0.167448 0.547884 183.338248
2.712712 2.787164 5.966981 -0.291890 0.595115 -1.530909 183.338248
2.764829 2.831830 7.141161 0.216441 1.192864 -0.299156 183.338248
2.763839 2.807990 8.299726 0.344152 1.170337 0.852800 183.338248
2.719655 2.727336 9.274653 -0.534995 -0.388349 -1.065489 183.338248
2.808718 2.648488 10.374674 0.906697 -1.574616 -1.373458 183.338248
2.847653 2.746742 11.567220 1.388905 0.043303 0.351775 183.338248
2.775888 2.752002 12.663221 0.515665 -0.040056 0.337833 183.338248
2.670894 2.874524 13.731370 -1.347086 2.164294 -0.055681 183.338248
2.717109 2.616867 14.865675 -0.630535 -1.986211 0.329707 183.338248
2.698350 2.674081 15.951664 -0.884619 -1.318019 0.065150 183.338248
135
x y z vx vy vz KE
0.595045 0.467725 0.517982 0.543532 -1.207631 -0.539575 183.338248
0.497195 0.521653 1.748724 -0.770140 -0.464668 1.370400 183.338248
0.462732 0.540328 2.754377 -1.168600 -0.123122 0.125614 183.338248
0.482558 0.471507 3.789743 -0.862798 -0.992856 -0.708828 183.338248
0.609162 0.660500 4.910417 0.967277 1.606020 -0.427210 183.338248
0.591234 0.676332 6.011194 0.528740 1.952851 -0.516684 183.338248
0.722247 0.489332 7.043752 2.492212 -0.898246 -1.639505 183.338248
0.618932 0.490559 8.229722 1.024493 -0.924168 -0.335907 183.338248
0.492717 0.558227 9.333382 -0.875870 -0.077012 -0.270122 183.338248
0.639937 0.515423 10.345696 1.166850 -0.431131 -1.278725 183.338248
0.533152 0.471586 11.700670 -0.260027 -0.984624 2.182921 183.338248
0.520384 0.536186 12.502993 -0.391682 -0.112282 -2.169920 183.338248
0.509128 0.482826 13.787939 -0.441638 -0.732364 0.789503 183.338248
0.491914 0.424790 14.835633 -0.976838 -1.558220 0.178658 183.338248
0.478811 0.624246 15.909890 -1.126225 1.056134 -0.620218 183.338248
1.681503 0.514470 0.538019 0.101404 -0.375412 -0.163336 183.338248
1.727772 0.502274 1.637242 0.962778 -0.706008 -0.164254 183.338248
1.566226 0.644870 2.779252 -1.229445 1.399019 0.560879 183.338248
1.703491 0.455085 3.788572 0.819039 -1.393582 -0.883009 183.338248
1.699567 0.585846 5.013341 0.550812 0.572653 0.812945 183.338248
1.647569 0.565559 6.152481 0.209133 0.233324 1.416877 183.338248
1.617319 0.559731 7.163520 -0.533410 0.002738 0.335280 183.338248
1.782829 0.471994 8.241164 1.760624 -0.967374 -0.113184 183.338248
1.619589 0.480376 9.285739 -0.482586 -1.251430 -0.802547 183.338248
1.619805 0.544761 10.455565 -0.368550 0.019890 -0.185187 183.338248
1.690521 0.568629 11.578926 0.322642 0.264030 0.245929 183.338248
1.696878 0.545419 12.589880 0.761903 0.286694 -0.903584 183.338248
1.502102 0.656380 13.848927 -2.186781 1.585676 1.375252 183.338248
1.760529 0.527729 14.748089 1.701553 -0.204188 -1.514528 183.338248
1.717495 0.512622 15.944990 1.033407 -0.538688 -0.070970 183.338248
2.846709 0.464117 0.577908 1.549921 -1.415353 0.435400 183.338248
2.704372 0.498251 1.568839 -0.687618 -0.958722 -1.186491 183.338248
2.943891 0.546811 2.770593 2.570863 -0.259715 0.670735 183.338248
2.733973 0.589367 3.860827 -0.109454 0.577632 0.122443 183.338248
2.773358 0.542747 5.050241 0.323303 -0.169340 1.316994 183.338248
2.716667 0.488753 6.067185 -0.495751 -0.748889 0.424278 183.338248
2.841596 0.513059 7.140505 1.195069 -0.829193 -0.309411 183.338248
2.693688 0.552651 8.359285 -0.804825 0.120947 1.474284 183.338248
2.771615 0.511544 9.457611 0.411836 -0.385364 1.679264 183.338248
2.737116 0.637687 10.399061 -0.045138 1.278003 -0.702974 183.338248
2.824056 0.490810 11.613023 1.060697 -0.778945 0.996863 183.338248
2.798708 0.596631 12.579017 0.781639 0.447673 -0.959192 183.338248
2.684483 0.651350 13.671842 -0.943517 1.415006 -1.122860 183.338248
2.752781 0.598782 14.856144 0.247409 0.737560 -0.039403 183.338248
2.776186 0.445855 15.930563 0.443875 -1.442005 -0.227844 183.338248
0.624201 1.649418 0.652660 1.304227 -0.000068 1.534856 183.338248
0.467618 1.660673 1.664777 -1.083747 0.261891 0.151469 183.338248
0.512338 1.604406 2.761023 -0.766967 -0.503933 0.193844 183.338248
0.550977 1.684387 3.819947 0.019594 0.437510 -0.615923 183.338248
0.459591 1.714374 4.897768 -1.289601 0.946795 -1.042738 183.338248
0.618205 1.572105 5.983556 0.910438 -1.385436 -0.852131 183.338248
0.548750 1.621127 7.139700 0.093012 -0.222128 -0.249314 183.338248
0.460436 1.658733 8.270073 -1.255290 0.191422 0.394865 183.338248
0.467671 1.638216 9.382138 -1.306722 -0.072707 0.093923 183.338248
0.630938 1.763504 10.526818 1.154653 1.834619 1.233992 183.338248
0.417859 1.741326 11.528253 -1.614206 1.447074 -0.497536 183.338248
0.542217 1.532684 12.644144 -0.134960 -1.806952 -0.172346 183.338248
0.589566 1.604924 13.741918 0.704296 -0.663205 0.152779 183.338248
0.670979 1.757535 14.879327 1.617166 1.504750 0.522273 183.338248
0.537376 1.634683 15.967451 -0.140593 0.105168 0.096882 183.338248
1.629528 1.774478 0.424394 -0.299492 1.487233 -1.647025 183.338248
1.676271 1.601384 1.659996 0.440179 -0.770939 0.109566 183.338248
1.711821 1.623643 2.873264 1.043455 -0.132709 1.567088 183.338248
1.622468 1.732769 3.822471 -0.449465 1.442997 -0.621804 183.338248
1.574167 1.722654 4.970784 -1.208603 1.258360 0.243270 183.338248
1.571459 1.616683 6.007405 -1.097820 -0.461047 -0.638773 183.338248
1.578361 1.683552 7.218912 -1.229300 0.751517 1.081021 183.338248
1.706306 1.714312 8.274872 0.953491 0.844659 0.626841 183.338248
1.644719 1.676571 9.441377 -0.069455 0.381901 1.206151 183.338248
1.596613 1.681034 10.473926 -0.898217 0.533279 0.263275 183.338248
1.650185 1.564232 11.634481 -0.158522 -1.470173 1.194853 183.338248
1.632467 1.524242 12.726217 -0.651826 -1.705517 0.716999 183.338248
1.590888 1.675453 13.712924 -0.902101 0.408610 -0.565375 183.338248
1.629981 1.683859 14.736946 -0.462967 0.320208 -1.487595 183.338248
1.699046 1.634678 15.863344 0.915836 -0.223333 -1.404629 183.338248
2.764909 1.716250 0.525151 -0.000520 0.794530 -0.103959 183.338248
2.657886 1.696820 1.558984 -1.189991 0.633158 -1.451950 183.338248
2.710339 1.718176 2.765922 -0.699883 0.855886 0.240591 183.338248
2.739487 1.615431 3.853061 -0.232176 -0.617354 0.097142 183.338248
2.795397 1.500286 5.038877 0.646238 -2.157324 1.257655 183.338248
2.791014 1.509443 6.022415 0.586712 -1.882755 -0.344570 183.338248
2.626358 1.756212 7.000279 -1.721254 1.423172 -1.943987 183.338248
2.718030 1.636506 8.214775 -0.518931 -0.169671 -0.561027 183.338248
2.773818 1.537479 9.294326 0.547530 -1.481666 -0.773390 183.338248
2.672865 1.636696 10.477181 -1.116080 0.016996 0.122062 183.338248
2.733929 1.731376 11.538728 -0.274180 1.125379 -0.149992 183.338248
2.703734 1.718948 12.703397 -0.907921 0.775297 0.693993 183.338248
2.800934 1.613504 13.739659 0.663910 -0.745316 -0.405616 183.338248
2.692834 1.698272 14.815883 -0.714803 0.885643 -0.694203 183.338248
2.675331 1.574053 15.908354 -0.954911 -0.996640 -0.457279 183.338248
0.522158 2.805370 0.450687 -0.256537 0.851492 -1.423575 183.338248
0.490394 2.709393 1.616454 -0.980544 -0.470881 -0.639044 183.338248
0.501800 2.790844 2.807788 -0.672986 0.577511 0.637519 183.338248
0.482918 2.725194 3.855764 -0.985455 -0.620884 0.151630 183.338248
0.603704 2.775008 5.037698 0.590479 0.649223 1.023548 183.338248
0.585074 2.738172 6.131446 0.419856 -0.146534 1.213064 183.338248
0.589160 2.965415 7.245009 0.642172 2.953948 1.300964 183.338248
0.560165 2.743258 8.313654 0.080586 -0.102088 0.829239 183.338248
0.595737 2.763424 9.421339 0.567122 0.103876 0.861519 183.338248
0.528442 2.650824 10.424939 -0.257994 -1.590138 -0.215699 183.338248
0.583842 2.774632 11.476276 0.546345 0.293993 -0.954595 183.338248
0.586782 2.682002 12.696235 0.570827 -1.099651 0.479138 183.338248
0.581287 2.829054 13.721026 0.400702 1.012894 -0.307906 183.338248
0.707893 2.679926 15.011066 2.337148 -0.978311 2.342017 183.338248
0.549910 2.710478 15.947095 -0.011439 -0.492188 0.138177 183.338248
1.595248 2.844778 0.538097 -0.745243 1.119594 -0.327928 183.338248
1.667354 2.832425 1.573594 0.347806 1.192631 -1.079746 183.338248
1.716512 2.690610 2.699555 0.809905 -0.843297 -0.732875 183.338248
1.698628 2.795310 3.888667 0.767438 0.511203 0.796565 183.338248
1.609128 2.717883 4.894491 -0.456826 -0.648659 -0.763396 183.338248
1.789935 2.820956 6.064628 1.908385 0.941647 0.353976 183.338248
1.672400 2.802881 7.234304 0.050729 0.647161 1.071969 183.338248
1.611651 2.747067 8.299859 -0.615672 -0.023553 0.649890 183.338248
1.736991 2.670378 9.408665 1.412199 -1.062813 0.704193 183.338248
1.741564 2.863911 10.428026 1.218455 1.377343 -0.204406 183.338248
1.582964 2.809185 11.488634 -1.100604 0.854457 -1.165083 183.338248
1.687858 2.738433 12.618927 0.496361 -0.127180 -0.043514 183.338248
1.668634 2.768437 13.717443 0.524538 0.092049 -0.291326 183.338248
1.737423 2.725518 14.747752 1.161114 -0.249607 -1.320430 183.338248
1.731238 2.764640 16.076604 1.103475 0.281397 1.702663 183.338248
2.634095 2.731295 0.628142 -1.755610 -0.315529 1.040167 183.338248
2.713200 2.794040 1.722196 -0.604736 0.557528 0.859310 183.338248
2.730386 2.811050 2.832450 -0.071796 0.829378 1.085647 183.338248
2.871170 2.596163 3.836718 1.548417 -2.344917 -0.365718 183.338248
2.836817 2.733638 4.983334 1.298345 -0.167448 0.547884 183.338248
2.709793 2.793115 5.951672 -0.291890 0.595115 -1.530909 183.338248
2.766994 2.843758 7.138169 0.216441 1.192864 -0.299156 183.338248
2.767281 2.819693 8.308254 0.344152 1.170337 0.852800 183.338248
2.714305 2.723453 9.263998 -0.534995 -0.388349 -1.065489 183.338248
2.817785 2.632742 10.360939 0.906697 -1.574616 -1.373458 183.338248
2.861542 2.747175 11.570738 1.388905 0.043303 0.351775 183.338248
2.781045 2.751601 12.666599 0.515665 -0.040056 0.337833 183.338248
2.657423 2.896167 13.730813 -1.347086 2.164294 -0.055681 183.338248
2.710804 2.597005 14.868972 -0.630535 -1.986211 0.329707 183.338248
2.689504 2.660901 15.952316 -0.884619 -1.318019 0.065150 183.338248
135
x y z vx vy vz KE
0.600480 0.455649 0.512586 0.543532 -1.207631 -0.539575 183.338248
0.489494 0.517006 1.762428 -0.770140 -0.464668 1.370400 183.338248
0.451046 0.539097 2.755633 -1.168600 -0.123122 0.125614 183.338248
0.473930 0.461578 3.782654 -0.862798 -0.992856 -0.708828 183.338248
0.618834 0.676560 4.906145 0.967277 1.606020 -0.427210 183.338248
0.596522 0.695861 6.006027 0.528740 1.952851 -0.516684 183.338248
0.747169 0.480349 7.027357 2.492212 -0.898246 -1.639505 183.338248
0.629177 0.481317 8.226363 1.024493 -0.924168 -0.335907 183.338248
0.483959 0.557457 9.330680 -0.875870 -0.077012 -0.270122 183.338248
0.651606 0.511112 10.332908 1.166850 -0.431131 -1.278725 183.338248
0.530552 0.461739 11.722499 -0.260027 -0.984624 2.182921 183.338248
0.516467 0.535064 12.481293 -0.391682 -0.112282 -2.169920 183.338248
0.504712 0.475502 13.795834 -0.441638 -0.732364 0.789503 183.338248
0.482146 0.409208 14.837419 -0.976838 -1.558220 0.178658 183.338248
0.467549 0.634807 15.903687 -1.126225 1.056134 -0.620218 183.338248
1.682517 0.510716 0.536386 0.101404 -0.375412 -0.163336 183.338248
1.737400 0.495214 1.635599 0.962778 -0.706008 -0.164254 183.338248
1.553932 0.658860 2.784861 -1.229445 1.399019 0.560879 183.338248
1.711682 0.441149 3.779742 0.819039 -1.393582 -0.883009 183.338248
1.705075 0.591573 5.021470 0.550812 0.572653 0.812945 183.338248
1.649661 0.567892 6.166650 0.209133 0.233324 1.416877 183.338248
1.611985 0.559759 7.166873 -0.533410 0.002738 0.335280 183.338248
1.800435 0.462320 8.240032 1.760624 -0.967374 -0.113184 183.338248
1.614763 0.467862 9.277714 -0.482586 -1.251430 -0.802547 183.338248
1.616119 0.544960 10.453714 -0.368550 0.019890 -0.185187 183.338248
1.693747 0.571270 11.581385 0.322642 0.264030 0.245929 183.338248
1.704497 0.548286 12.580844 0.761903 0.286694 -0.903584 183.338248
1.480234 0.672237 13.862679 -2.186781 1.585676 1.375252 183.338248
1.777545 0.525687 14.732944 1.701553 -0.204188 -1.514528 183.338248
1.727830 0.507235 15.944280 1.033407 -0.538688 -0.070970 183.338248
2.862208 0.449963 0.582262 1.549921 -1.415353 0.435400 183.338248
2.697496 0.488664 1.556974 -0.687618 -0.958722 -1.186491 183.338248
2.969600 0.544214 2.777300 2.570863 -0.259715 0.670735 183.338248
2.732879 0.595143 3.862051 -0.109454 0.577632 0.122443 183.338248
2.776591 0.541054 5.063411 0.323303 -0.169340 1.316994 183.338248
2.711710 0.481264 6.071428 -0.495751 -0.748889 0.424278 183.338248
2.853547 0.504767 7.137411 1.195069 -0.829193 -0.309411 183.338248
2.685639 0.553860 8.374027 -0.804825 0.120947 1.474284 183.338248
2.775733 0.507690 9.474404 0.411836 -0.385364 1.679264 183.338248
2.736665 0.650467 10.392032 -0.045138 1.278003 -0.702974 183.338248
2.834663 0.483021 11.622991 1.060697 -0.778945 0.996863 183.338248
2.806525 0.601107 12.569425 0.781639 0.447673 -0.959192 183.338248
2.675048 0.665500 13.660614 -0.943517 1.415006 -1.122860 183.338248
2.755255 0.606158 14.855750 0.247409 0.737560 -0.039403 183.338248
2.780625 0.431435 15.928284 0.443875 -1.442005 -0.227844 183.338248
0.637243 1.649417 0.668008 1.304227 -0.000068 1.534856 183.338248
0.456781 1.663292 1.666292 -1.083747 0.261891 0.151469 183.338248
0.504668 1.599366 2.762961 -0.766967 -0.503933 0.193844 183.338248
0.551173 1.688762 3.813788 0.019594 0.437510 -0.615923 183.338248
0.446695 1.723842 4.887340 -1.289601 0.946795 -1.042738 183.338248
0.627310 1.558251 5.975035 0.910438 -1.385436 -0.852131 183.338248
0.549680 1.618906 7.137207 0.093012 -0.222128 -0.249314 183.338248
0.447883 1.660647 8.274021 -1.255290 0.191422 0.394865 183.338248
0.454604 1.637489 9.383077 -1.306722 -0.072707 0.093923 183.338248
0.642484 1.781851 10.539158 1.154653 1.834619 1.233992 183.338248
0.401717 1.755797 11.523277 -1.614206 1.447074 -0.497536 183.338248
0.540868 1.514615 12.642420 -0.134960 -1.806952 -0.172346 183.338248
0.596609 1.598292 13.743446 0.704296 -0.663205 0.152779 183.338248
0.687150 1.772582 14.884550 1.617166 1.504750 0.522273 183.338248
0.535970 1.635735 15.968419 -0.140593 0.105168 0.096882 183.338248
1.626533 1.789350 0.407924 -0.299492 1.487233 -1.647025 183.338248
1.680673 1.593674 1.661092 0.440179 -0.770939 0.109566 183.338248
1.722256 1.622316 2.888935 1.043455 -0.132709 1.567088 183.338248
1.617974 1.747199 3.816253 -0.449465 1.442997 -0.621804 183.338248
1.562081 1.735237 4.973217 -1.208603 1.258360 0.243270 183.338248
1.560481 1.612073 6.001017 -1.097820 -0.461047 -0.638773 183.338248
1.566068 1.691067 7.229722 -1.229300 0.751517 1.081021 183.338248
1.715841 1.722758 8.281140 0.953491 0.844659 0.626841 183.338248
1.644024 1.680390 9.453438 -0.069455 0.381901 1.206151 183.338248
1.587630 1.686367 10.476558 -0.898217 0.533279 0.263275 183.338248
1.648599 1.549530 11.646429 -0.158522 -1.470173 1.194853 183.338248
1.625949 1.507186 12.733387 -0.651826 -1.705517 0.716999 183.338248
1.581867 1.679540 13.707270 -0.902101 0.408610 -0.565375 183.338248
1.625351 1.687061 14.722070 -0.462967 0.320208 -1.487595 183.338248
1.708204 1.632445 15.849298 0.915836 -0.223333 -1.404629 183.338248
2.764903 1.724195 0.524111 -0.000520 0.794530 -0.103959 183.338248
2.645986 1.703152 1.544465 -1.189991 0.633158 -1.451950 183.338248
2.703340 1.726735 2.768328 -0.699883 0.855886 0.240591 183.338248
2.737165 1.609257 3.854032 -0.232176 -0.617354 0.097142 183.338248
2.801860 1.478713 5.051453 0.646238 -2.157324 1.257655 183.338248
2.796881 1.490616 6.018969 0.586712 -1.882755 -0.344570 183.338248
2.609146 1.770444 6.980839 -1.721254 1.423172 -1.943987 183.338248
2.712840 1.634810 8.209165 -0.518931 -0.169671 -0.561027 183.338248
2.779293 1.522662 9.286592 0.547530 -1.481666 -0.773390 183.338248
2.661704 1.636866 10.478402 -1.116080 0.016996 0.122062 183.338248
2.731187 1.742630 11.537228 -0.274180 1.125379 -0.149992 183.338248
2.694655 1.726701 12.710337 -0.907921 0.775297 0.693993 183.338248
2.807573 1.606051 13.735603 0.663910 -0.745316 -0.405616 183.338248
2.685686 1.707128 14.808941 -0.714803 0.885643 -0.694203 183.338248
2.665782 1.564087 15.903781 -0.954911 -0.996640 -0.457279 183.338248
0.519593 2.813885 0.436451 -0.256537 0.851492 -1.423575 183.338248
0.480588 2.704684 1.610063 -0.980544 -0.470881 -0.639044 183.338248
0.495070 2.796619 2.814163 -0.672986 0.577511 0.637519 183.338248
0.473063 2.718986 3.857280 -0.985455 -0.620884 0.151630 183.338248
0.609609 2.781501 5.047933 0.590479 0.649223 1.023548 183.338248
0.589273 2.736707 6.143577 0.419856 -0.146534 1.213064 183.338248
0.595581 2.994955 7.258018 0.642172 2.953948 1.300964 183.338248
0.560971 2.742237 8.321946 0.080586 -0.102088 0.829239 183.338248
0.601408 2.764463 9.429954 0.567122 0.103876 0.861519 183.338248
0.525862 2.634923 10.422782 -0.257994 -1.590138 -0.215699 183.338248
0.589306 2.777572 11.466730 0.546345 0.293993 -0.954595 183.338248
0.592491 2.671005 12.701026 0.570827 -1.099651 0.479138 183.338248
0.585294 2.839183 13.717947 0.400702 1.012894 -0.307906 183.338248
0.731264 2.670143 15.034486 2.337148 -0.978311 2.342017 183.338248
0.549796 2.705556 15.948477 -0.011439 -0.492188 0.138177 183.338248
1.587795 2.855974 0.534818 -0.745243 1.119594 -0.327928 183.338248
1.670832 2.844351 1.562797 0.347806 1.192631 -1.079746 183.338248
1.724611 2.682177 2.692226 0.809905 -0.843297 -0.732875 183.338248
1.706302 2.800422 3.896633 0.767438 0.511203 0.796565 183.338248
1.604560 2.711396 4.886857 -0.456826 -0.648659 -0.763396 183.338248
1.809019 2.830372 6.068168 1.908385 0.941647 0.353976 183.338248
1.672907 2.809352 7.245024 0.050729 0.647161 1.071969 183.338248
1.605494 2.746832 8.306358 -0.615672 -0.023553 0.649890 183.338248
1.751113 2.659749 9.415707 1.412199 -1.062813 0.704193 183.338248
1.753748 2.877685 10.425982 1.218455 1.377343 -0.204406 183.338248
1.571958 2.817730 11.476983 -1.100604 0.854457 -1.165083 183.338248
1.692822 2.737161 12.618492 0.496361 -0.127180 -0.043514 183.338248
1.673880 2.769357 13.714530 0.524538 0.092049 -0.291326 183.338248
1.749035 2.723022 14.734548 1.161114 -0.249607 -1.320430 183.338248
1.742273 2.767454 16.093631 1.103475 0.281397 1.702663 183.338248
2.616539 2.728140 0.638544 -1.755610 -0.315529 1.040167 183.338248
2.707152 2.799615 1.730789 -0.604736 0.557528 0.859310 183.338248
2.729668 2.819344 2.843307 -0.071796 0.829378 1.085647 183.338248
2.886655 2.572714 3.833061 1.548417 -2.344917 -0.365718 183.338248
2.849801 2.731963 4.988813 1.298345 -0.167448 0.547884 183.338248
2.706874 2.799066 5.936363 -0.291890 0.595115 -1.530909 183.338248
2.769158 2.855687 7.135178 0.216441 1.192864 -0.299156 183.338248
2.770722 2.831397 8.316782 0.344152 1.170337 0.852800 183.338248
2.708956 2.719569 9.253343 -0.534995 -0.388349 -1.065489 183.338248
2.826852 2.616996 10.347205 0.906697 -1.574616 -1.373458 183.338248
2.875431 2.747608 11.574256 1.388905 0.043303 0.351775 183.338248
2.786202 2.751201 12.669977 0.515665 -0.040056 0.337833 183.338248
2.643952 2.917809 13.730256 -1.347086 2.164294 -0.055681 183.338248
2.704499 2.577143 14.872269 -0.630535 -1.986211 0.329707 183.338248
2.680658 2.647721 15.952967 -0.884619 -1.318019 0.065150 183.338248
135
x y z vx vy vz KE
0.605916 0.443573 0.507190 0.543532 -1.207631 -0.539575 183.338248
0.481792 0.512360 1.776132 -0.770140 -0.464668 1.370400 183.338248
0.439360 0.537866 2.756889 -1.168600 -0.123122 0.125614 183.338248
0.465302 0.451649 3.775566 -0.862798 -0.992856 -0.708828 183.338248
0.628507 0.692621 4.901873 0.967277 1.606020 -0.427210 183.338248
0.601809 0.715389 6.000860 0.528740 1.952851 -0.516684 183.338248
0.772091 0.471367 7.010962 2.492212 -0.898246 -1.639505 183.338248
0.639422 0.472075 8.223004 1.024493 -0.924168 -0.335907 183.338248
0.475200 0.556687 9.327979 -0.875870 -0.077012 -0.270122 183.338248
0.663275 0.506801 10.320121 1.166850 -0.431131 -1.278725 183.338248
0.527952 0.451893 11.744328 -0.260027 -0.984624 2.182921 183.338248
0.512551 0.533941 12.459594 -0.391682 -0.112282 -2.169920 183.338248
0.500295 0.468178 13.803729 -0.441638 -0.732364 0.789503 183.338248
0.472377 0.393626 14.839206 -0.976838 -1.558220 0.178658 183.338248
0.456287 0.645368 15.897485 -1.126225 1.056134 -0.620218 183.338248
1.683531 0.506962 0.534752 0.101404 -0.375412 -0.163336 183.338248
1.747028 0.488154 1.633957 0.962778 -0.706008 -0.164254 183.338248
1.541637 0.672850 2.790470 -1.229445 1.399019 0.560879 183.338248
1.719872 0.427213 3.770912 0.819039 -1.393582 -0.883009 183.338248
1.710583 0.597300 5.029600 0.550812 0.572653 0.812945 183.338248
1.651752 0.570225 6.180819 0.209133 0.233324 1.416877 183.338248
1.606651 0.559786 7.170226 -0.533410 0.002738 0.335280 183.338248
1.818041 0.452647 8.238900 1.760624 -0.967374 -0.113184 183.338248
1.609937 0.455348 9.269688 -0.482586 -1.251430 -0.802547 183.338248
1.612434 0.545159 10.451862 -0.368550 0.019890 -0.185187 183.338248
1.696974 0.573910 11.583845 0.322642 0.264030 0.245929 183.338248
1.712116 0.551153 12.571809 0.761903 0.286694 -0.903584 183.338248
1.458366 0.688094 13.876432 -2.186781 1.585676 1.375252 183.338248
1.794560 0.523645 14.717798 1.701553 -0.204188 -1.514528 183.338248
1.738164 0.501848 15.943570 1.033407 -0.538688 -0.070970 183.338248
2.877707 0.435810 0.586616 1.549921 -1.415353 0.435400 183.338248
2.690620 0.479076 1.545109 -0.687618 -0.958722 -1.186491 183.338248
2.995308 0.541617 2.784007 2.570863 -0.259715 0.670735 183.338248
2.731784 0.600920 3.863276 -0.109454 0.577632 0.122443 183.338248
2.779824 0.539360 5.076581 0.323303 -0.169340 1.316994 183.338248
2.706752 0.473775 6.075670 -0.495751 -0.748889 0.424278 183.338248
2.865497 0.496476 7.134317 1.195069 -0.829193 -0.309411 183.338248
2.677591 0.555070 8.388770 -0.804825 0.120947 1.474284 183.338248
2.779851 0.503837 9.491196 0.411836 -0.385364 1.679264 183.338248
2.736213 0.663247 10.385002 -0.045138 1.278003 -0.702974 183.338248
2.845270 0.475231 11.632960 1.060697 -0.778945 0.996863 183.338248
2.814341 0.605584 12.559833 0.781639 0.447673 -0.959192 183.338248
2.665612 0.679650 13.649385 -0.943517 1.415006 -1.122860 183.338248
2.757730 0.613533 14.855356 0.247409 0.737560 -0.039403 183.338248
2.785064 0.417015 15.926006 0.443875 -1.442005 -0.227844 183.338248
0.650286 1.649416 0.683357 1.304227 -0.000068 1.534856 183.338248
0.445943 1.665911 1.667806 -1.083747 0.261891 0.151469 183.338248
0.496999 1.594327 2.764900 -0.766967 -0.503933 0.193844 183.338248
0.551369 1.693137 3.807628 0.019594 0.437510 -0.615923 183.338248
0.433799 1.733310 4.876913 -1.289601 0.946795 -1.042738 183.338248
0.636414 1.544396 5.966513 0.910438 -1.385436 -0.852131 183.338248
0.550610 1.616685 7.134714 0.093012 -0.222128 -0.249314 183.338248
0.435330 1.662561 8.277970 -1.255290 0.191422 0.394865 183.338248
0.441537 1.636762 9.384016 -1.306722 -0.072707 0.093923 183.338248
0.654031 1.800197 10.551498 1.154653 1.834619 1.233992 183.338248
0.385575 1.770268 11.518302 -1.614206 1.447074 -0.497536 183.338248
0.539518 1.496545 12.640697 -0.134960 -1.806952 -0.172346 183.338248
0.603652 1.591660 13.744974 0.704296 -0.663205 0.152779 183.338248
0.703322 1.787630 14.889772 1.617166 1.504750 0.522273 183.338248
0.534564 1.636786 15.969388 -0.140593 0.105168 0.096882 183.338248
1.623538 1.804222 0.391454 -0.299492 1.487233 -1.647025 183.338248
1.685075 1.585965 1.662188 0.440179 -0.770939 0.109566 183.338248
1.732690 1.620989 2.904606 1.043455 -0.132709 1.567088 183.338248
1.613479 1.761629 3.810035 -0.449465 1.442997 -0.621804 183.338248
1.549995 1.747821 4.975649 -1.208603 1.258360 0.243270 183.338248
1.549502 1.607462 5.994629 -1.097820 -0.461047 -0.638773 183.338248
1.553775 1.698583 7.240532 -1.229300 0.751517 1.081021 183.338248
1.725376 1.731205 8.287408 0.953491 0.844659 0.626841 183.338248
1.643330 1.684209 9.465500 -0.069455 0.381901 1.206151 183.338248
1.578648 1.691700 10.479191 -0.898217 0.533279 0.263275 183.338248
